tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics
P2_EXTERNAL_MATCH_FRIENDLY,Those Across the River.md,WL-WORK-0550,Those Across the River,,克里斯托弗·比尔曼,Christopher Buehlman,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P2_EXTERNAL_MATCH_FRIENDLY,Tirant lo Blanc.md,WL-WORK-2422,Tirant lo Blanc,,若阿诺特·马托雷尔,Joanot Martorell,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P2_EXTERNAL_MATCH_FRIENDLY,Tlingit Myths and Texts.md,WL-WORK-1383,Tlingit Myths and Texts,,约翰·R.斯旺顿,John R. Swanton,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P2_EXTERNAL_MATCH_FRIENDLY,Torto Arado.md,WL-WORK-1544,Torto Arado,,伊塔马尔·维埃拉·儒尼奥尔,乡村,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,Tracks.md,WL-WORK-1384,Tracks,,罗宾·戴维森,Robyn Davidson,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P2_EXTERNAL_MATCH_FRIENDLY,Travels in West Africa.md,WL-WORK-1385,Travels in West Africa,,玛丽·金斯利,Mary Kingsley,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P2_EXTERNAL_MATCH_FRIENDLY,Travels through France and Italy.md,WL-WORK-1386,Travels through France and Italy,,斯摩莱特,Smollett,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P2_EXTERNAL_MATCH_FRIENDLY,Tristan.md,WL-WORK-2423,Tristan,,贝鲁尔,Béroul,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P2_EXTERNAL_MATCH_FRIENDLY,Unbeaten Tracks in Japan.md,WL-WORK-1388,Unbeaten Tracks in Japan,,伊莎贝拉·伯德,Bird,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P2_EXTERNAL_MATCH_FRIENDLY,Uncanny Stories.md,WL-WORK-0551,Uncanny Stories,,梅·辛克莱,May Sinclair,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P2_EXTERNAL_MATCH_FRIENDLY,Under the Feet of Jesus.md,WL-WORK-2426,Under the Feet of Jesus,,海伦娜·玛丽亚·比拉蒙特斯,Helena María Viramontes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P2_EXTERNAL_MATCH_FRIENDLY,Under the Red Robe.md,WL-WORK-2427,Under the Red Robe,,斯坦利·韦曼,Stanley Weyman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P2_EXTERNAL_MATCH_FRIENDLY,Undertones of War.md,WL-WORK-1997,Undertones of War,,埃德蒙·布伦登,Edmund Blunden,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P2_EXTERNAL_MATCH_FRIENDLY,Uninhabited House.md,WL-WORK-0552,Uninhabited House,,夏洛特·里德尔,Charlotte Riddell,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P2_EXTERNAL_MATCH_FRIENDLY,Unsouled.md,WL-WORK-0553,Unsouled,,威尔·怀特,Will Wight,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,Video Night in Kathmandu.md,WL-WORK-1389,Video Night in Kathmandu,,皮科·艾尔,Pico Iyer,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P2_EXTERNAL_MATCH_FRIENDLY,Vox.md,WL-WORK-0955,Vox,,克里斯蒂娜·达尔彻,Christina Dalcher,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P2_EXTERNAL_MATCH_FRIENDLY,War Trash.md,WL-WORK-1999,War Trash,,哈金,Ha Jin,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P2_EXTERNAL_MATCH_FRIENDLY,Warlock.md,WL-WORK-2428,Warlock,,奥克利·霍尔,Oakley Hall,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P2_EXTERNAL_MATCH_FRIENDLY,West with the Night.md,WL-WORK-0554,West with the Night,,贝丽尔·马卡姆,Beryl Markham,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P2_EXTERNAL_MATCH_FRIENDLY,"Whitney, My Love.md",WL-WORK-2000,"Whitney, My Love",,朱迪思·麦克诺特,Judith McNaught,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P2_EXTERNAL_MATCH_FRIENDLY,Who Remembers the Sea.md,WL-WORK-2001,Who Remembers the Sea,,穆罕默德·迪布,Mohammed Dib,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P2_EXTERNAL_MATCH_FRIENDLY,Willehalm.md,WL-WORK-2430,Willehalm,,沃尔夫拉姆·冯·埃申巴赫,Wolfram von Eschenbach,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P2_EXTERNAL_MATCH_FRIENDLY,Winter in the Blood.md,WL-WORK-2431,Winter in the Blood,,詹姆斯·韦尔奇,James Welch,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN
P2_EXTERNAL_MATCH_FRIENDLY,With Clive in India.md,WL-WORK-0555,With Clive in India,,G.A.亨蒂,G. A. Henty,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P2_EXTERNAL_MATCH_FRIENDLY,With His Pistol in His Hand.md,WL-WORK-2432,With His Pistol in His Hand,,阿梅里科·帕雷德斯,Américo Paredes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW
P2_EXTERNAL_MATCH_FRIENDLY,With Wolfe in Canada.md,WL-WORK-0556,With Wolfe in Canada,,G.A.亨蒂,G. A. Henty,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P2_EXTERNAL_MATCH_FRIENDLY,Wounds.md,WL-WORK-0557,Wounds,,内森·巴林拉德,Nathan Ballingrud,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P2_EXTERNAL_MATCH_FRIENDLY,Yoruba Myths.md,WL-WORK-1390,Yoruba Myths,,乌利·拜尔,Ulli Beier,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,一.md,WL-WORK-0957,一,,戴维·卡普,David Karp,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,一个城市的历史.md,WL-WORK-0958,一个城市的历史,,萨尔蒂科夫-谢德林,Mikhail Saltykov-Shchedrin,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,一个女奴的生活事件.md,WL-WORK-0959,一个女奴的生活事件,,哈丽雅特·雅各布斯,Harriet Jacobs,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,一个美国黑奴的自传.md,WL-WORK-0960,一个美国黑奴的自传,,弗雷德里克·道格拉斯,Frederick Douglass,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,一个致命的夏天.md,WL-WORK-0233,一个致命的夏天,,塞巴斯蒂安·雅普里索,Sébastien Japrisot,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,一个西班牙农民的安魂曲.md,WL-WORK-2002,一个西班牙农民的安魂曲,,拉蒙·J.森德尔,Ramón J. Sender,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,一切都被照亮.md,WL-WORK-2004,一切都被照亮,,乔纳森·萨福兰·福厄,Jonathan Safran Foer,,,batch5_source_refs,WL-TOPIC-Q10-MEMORY
P1_CANON_AWARD,一千英亩.md,WL-WORK-0962,一千英亩,,简·斯迈利,Jane Smiley,,WL-AWARD-PULITZER-FICTION,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,七个疯子.md,WL-WORK-1549,七个疯子,,罗伯托·阿尔特,Roberto Arlt,,,batch4_source_refs,WL-TOPIC-R6-LATAM;WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,七杀碑.md,WL-WORK-2439,七杀碑,,朱贞木,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,万火归一.md,WL-WORK-1552,万火归一,,胡利奥·科塔萨尔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,三之书.md,WL-WORK-0561,三之书,,劳埃德·亚历山大,Lloyd Alexander,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,三十九级台阶.md,WL-WORK-0251,三十九级台阶,,约翰·巴肯,John Buchan,,,batch1_source_refs,WL-TOPIC-G45-MYSTERY;WL-TOPIC-G45-ADVENTURE
P3_GENERAL_REVIEW,三只忧伤的老虎.md,WL-WORK-1554,三只忧伤的老虎,,吉列尔莫·卡夫雷拉·因凡特,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,下面的人们.md,WL-WORK-1558,下面的人们,,马里亚诺·阿苏埃拉,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,下颚骨.md,WL-WORK-1559,下颚骨,,莫妮卡·奥赫达,Mónica Ojeda,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,不再存在的女人.md,WL-WORK-0230,不再存在的女人,Celle qui n'était plus,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,不列颠诸王史.md,WL-WORK-1392,不列颠诸王史,,蒙茅斯的杰弗里,,,,batch3_source_refs;batch6_source_refs,WL-TOPIC-G1-MYTH;WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P2_EXTERNAL_MATCH_FRIENDLY,不要回头.md,WL-WORK-0224,不要回头,Don't Look Back,卡琳·福萨姆,Karin Fossum,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,丑人.md,WL-WORK-0967,丑人,,斯科特·韦斯特菲尔德,Scott Westerfeld,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,世界尽头的征兆.md,WL-WORK-1561,世界尽头的征兆,,墨西哥与美墨边境,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,世界尽头的自杀者.md,WL-WORK-1562,世界尽头的自杀者,,莱拉·格雷罗,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,世界的用法.md,WL-WORK-1393,世界的用法,The Way of the World,尼古拉·布维耶,Nicolas Bouvier,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,丛林故事.md,WL-WORK-0567,丛林故事,,奥拉西奥·基罗加,Horacio Quiroga,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P3_GENERAL_REVIEW,东周列国志.md,WL-WORK-0968,东周列国志,,冯梦龙,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P2_EXTERNAL_MATCH_FRIENDLY,两扇门的房子不好守.md,WL-WORK-2442,两扇门的房子不好守,"Casa con dos puertas, mala es de guardar",卡尔德隆,Pedro Calderón de la Barca,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,中国梦.md,WL-WORK-0969,中国梦,,马建,,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P1_CANON_AWARD,中性.md,WL-WORK-0970,中性,,杰弗里·尤金尼德斯,Jeffrey Eugenides,,WL-AWARD-PULITZER-FICTION,batch2_source_refs,WL-TOPIC-G43-FAMILY
P3_GENERAL_REVIEW,丹麦人的事迹.md,WL-WORK-1396,丹麦人的事迹,,萨克索·格拉玛提库斯,Saxo Grammaticus,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,为了赖子.md,WL-WORK-0186,为了赖子,,法月纶太郎,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,为兰卡斯击鼓.md,WL-WORK-1566,为兰卡斯击鼓,,曼努埃尔·斯科尔萨,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,为美好的世界献上祝福！.md,WL-WORK-0568,为美好的世界献上祝福！,,晓佳奈,,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
S_SPECIAL_TEXT,义经记.md,WL-WORK-2443,义经记,Gikeiki,佚名,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,乌洛波洛斯之虫.md,WL-WORK-0571,乌洛波洛斯之虫,,E.R.埃迪森,E.R. Eddison,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,乌贼骨.md,WL-WORK-1567,乌贼骨,,埃乌杰尼奥·蒙塔莱,Eugenio Montale,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P2_EXTERNAL_MATCH_FRIENDLY,乌鸦之黑.md,WL-WORK-0116,乌鸦之黑,Raven Black,安·克里夫斯,Ann Cleeves,,,,WL-TOPIC-G45-MYSTERY
P1_CANON_AWARD,乔纳森·斯特兰奇与诺雷尔先生.md,WL-WORK-0572,乔纳森·斯特兰奇与诺雷尔先生,,苏珊娜·克拉克,Susanna Clarke,,WL-AWARD-HUGO,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,书库.md,WL-WORK-1397,书库,,阿波罗多洛斯,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,二十首情诗和一支绝望的歌.md,WL-WORK-1570,二十首情诗和一支绝望的歌,,巴勃罗·聂鲁达,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,五轮书.md,WL-WORK-2447,五轮书,Gorin no Sho,宫本武藏,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,亚瑟王之死.md,WL-WORK-0577,亚瑟王之死,,托马斯·马洛礼,,,,batch1_source_refs;batch2_source_refs;batch3_source_refs;batch6_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G44-HISTORICAL;WL-TOPIC-G1-MYTH;WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT
P3_GENERAL_REVIEW,亚瓦尔节.md,WL-WORK-1571,亚瓦尔节,,何塞·玛丽亚·阿格达斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,人工呼吸.md,WL-WORK-1573,人工呼吸,,里卡多·皮格利亚,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,人性的枷锁.md,WL-WORK-0976,人性的枷锁,,毛姆,Somerset Maugham,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,人民的玫瑰.md,WL-WORK-1575,人民的玫瑰,,卡洛斯·德鲁蒙德·德·安德拉德,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,人类材料.md,WL-WORK-1577,人类材料,,罗德里戈·雷伊·罗萨,Rodrigo Rey Rosa,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,人类的诗.md,WL-WORK-1578,人类的诗,,塞萨尔·巴列霍,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,人骨拼图.md,WL-WORK-0123,人骨拼图,The Bone Collector,杰弗里·迪弗,Jeffery Deaver,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,从这里到永恒.md,WL-WORK-2009,从这里到永恒,,詹姆斯·琼斯,James Jones,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,仓库.md,WL-WORK-0981,仓库,,罗布·哈特,Rob Hart,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,企鹅岛.md,WL-WORK-0982,企鹅岛,,法朗士,Anatole France,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
S_SPECIAL_TEXT,伊势物语.md,WL-WORK-2011,伊势物语,,佚名,,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
S_SPECIAL_TEXT,伊戈尔远征记.md,WL-WORK-2012,伊戈尔远征记,,佚名,,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,伊拉塞玛.md,WL-WORK-1583,伊拉塞玛,,若泽·德·阿伦卡尔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,伊芙琳·哈德卡斯尔的七次死亡.md,WL-WORK-0144,伊芙琳·哈德卡斯尔的七次死亡,,斯图尔特·特顿,Stuart Turton,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,伊芙琳娜.md,WL-WORK-2013,伊芙琳娜,,范妮·伯尼,Fanny Burney,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P3_GENERAL_REVIEW,众生之路.md,WL-WORK-0984,众生之路,,塞缪尔·巴特勒,Samuel Butler,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,优素福与祖莱哈.md,WL-WORK-2016,优素福与祖莱哈,,贾米,,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P2_EXTERNAL_MATCH_FRIENDLY,传奇与拿铁.md,WL-WORK-0582,传奇与拿铁,Legends & Lattes,特拉维斯·鲍德里,Travis Baldree,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,伦敦河.md,WL-WORK-0584,伦敦河,,本·亚伦诺维奇,Ben Aaronovitch,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,伪币制造者.md,WL-WORK-1586,伪币制造者,,安德烈·纪德,André Gide,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM
P3_GENERAL_REVIEW,佛国记.md,WL-WORK-1405,佛国记,,法显,,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,佛罗伦萨手抄本.md,WL-WORK-1406,佛罗伦萨手抄本,,萨阿贡,,,,batch3_source_refs;batch4_source_refs,WL-TOPIC-G1-MYTH;WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,侏罗纪公园.md,WL-WORK-0586,侏罗纪公园,,迈克尔·克莱顿,Michael Crichton,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE
P3_GENERAL_REVIEW,侠盗亚森·罗平.md,WL-WORK-0021,侠盗亚森·罗平,,莫里斯·勒布朗,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,俄罗斯民间故事.md,WL-WORK-1409,俄罗斯民间故事,,阿法纳西耶夫,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,俗世的吟唱.md,WL-WORK-1588,俗世的吟唱,,鲁文·达里奥,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
S_SPECIAL_TEXT,保元物语.md,WL-WORK-0988,保元物语,,佚名,,,,batch2_source_refs;batch6_source_refs,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,保卫延安.md,WL-WORK-2019,保卫延安,,杜鹏程,,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,修道士.md,WL-WORK-0588,修道士,,马修·刘易斯,Matthew Lewis,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,倪焕之.md,WL-WORK-0989,倪焕之,,叶圣陶,,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN
P3_GENERAL_REVIEW,假名手本忠臣藏.md,WL-WORK-2451,假名手本忠臣藏,Kanadehon Chūshingura,四十七浪人,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,偷书贼.md,WL-WORK-0991,偷书贼,,马库斯·苏萨克,Markus Zusak,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,偷拳.md,WL-WORK-2452,偷拳,,白羽,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,儿女英雄传.md,WL-WORK-2453,儿女英雄传,,文康,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,入唐求法巡礼行记.md,WL-WORK-1411,入唐求法巡礼行记,,圆仁,,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL
P3_GENERAL_REVIEW,全知读者视角.md,WL-WORK-0591,全知读者视角,,싱숑,Web Novel,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P2_EXTERNAL_MATCH_FRIENDLY,全面混乱.md,WL-WORK-0240,全面混乱,Total Chaos,让-克洛德·伊佐,Jean-Claude Izzo,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,八月的乡村.md,WL-WORK-2021,八月的乡村,,萧军,,,,batch5_source_refs,WL-TOPIC-Q6-WAR
P2_EXTERNAL_MATCH_FRIENDLY,公主新娘.md,WL-WORK-2454,公主新娘,The Princess Bride,威廉·戈德曼,William Goldman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER
P3_GENERAL_REVIEW,关系书.md,WL-WORK-1593,关系书,,埃尔南·科尔特斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,兵法家传书.md,WL-WORK-2456,兵法家传书,Heiho Kadensho,柳生宗矩,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,军队.md,WL-WORK-1595,军队,,埃维利奥·罗塞罗,Evelio Rosero,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P2_EXTERNAL_MATCH_FRIENDLY,冬日女王.md,WL-WORK-0137,冬日女王,The Winter Queen,鲍里斯·阿库宁,Boris Akunin,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,冰公主.md,WL-WORK-0226,冰公主,,卡米拉·拉克伯格,Camilla Läckberg,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,决战前后.md,WL-WORK-2457,决战前后,,陆小凤,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,冷山.md,WL-WORK-0999,冷山,,查尔斯·弗雷泽,Charles Frazier,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,冷静与热情之间.md,WL-WORK-2024,冷静与热情之间,,江国香织,,,,batch5_source_refs,WL-TOPIC-Q2-LOVE
P1_CANON_AWARD,凯恩舰哗变.md,WL-WORK-2025,凯恩舰哗变,,赫尔曼·沃克,Herman Wouk,,WL-AWARD-PULITZER-FICTION,batch5_source_refs,WL-TOPIC-Q6-WAR
P3_GENERAL_REVIEW,凯莱布·威廉斯.md,WL-WORK-0599,凯莱布·威廉斯,,威廉·戈德温,William Godwin,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,刀之歌.md,WL-WORK-1001,刀之歌,,金薰,,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,分歧者.md,WL-WORK-1003,分歧者,,维罗妮卡·罗斯,Veronica Roth,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,列子.md,WL-WORK-1415,列子,,列御寇,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,利姆格.md,WL-WORK-1417,利姆格,,柬埔寨,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,利文沃思案.md,WL-WORK-0005,利文沃思案,,安娜·凯瑟琳·格林,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,别的声音，别的房间.md,WL-WORK-0602,别的声音，别的房间,,杜鲁门·卡波特,Truman Capote,,,batch1_source_refs,WL-TOPIC-G45-HORROR
P3_GENERAL_REVIEW,刺客之夜.md,WL-WORK-1600,刺客之夜,,戏剧线,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,剪刀男.md,WL-WORK-0196,剪刀男,,殊能将之,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,动物寓言集 ／ Bestiario.md,WL-WORK-1601,动物寓言集 / Bestiario,,胡利奥·科塔萨尔,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,勒鲁日案件.md,WL-WORK-0004,勒鲁日案件,,埃米尔·加博里奥,,,,,WL-TOPIC-G45-MYSTERY
P1_CANON_AWARD,北上.md,WL-WORK-1007,北上,,徐则臣,,,WL-AWARD-MAODUN,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,医院.md,WL-WORK-0459,医院,,韩松,,,,,WL-TOPIC-G45-SF
P3_GENERAL_REVIEW,十三号牢房的问题.md,WL-WORK-0019,十三号牢房的问题,,雅克·福翠尔,,,,,WL-TOPIC-G45-MYSTERY
P3_GENERAL_REVIEW,十二金钱镖.md,WL-WORK-2464,十二金钱镖,,白羽,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
P3_GENERAL_REVIEW,十五年.md,WL-WORK-1604,十五年,,拉谢尔·德·凯罗斯,,,,batch4_source_refs,WL-TOPIC-R6-LATAM
P3_GENERAL_REVIEW,千艘船.md,WL-WORK-0610,千艘船,,娜塔莉·海恩斯,Natalie Haynes,,,batch1_source_refs,WL-TOPIC-G45-FANTASY
P3_GENERAL_REVIEW,半七捕物帐.md,WL-WORK-2466,半七捕物帐,,冈本绮堂,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,卐字之夜.md,WL-WORK-1011,卐字之夜,,凯瑟琳·伯德金,Katharine Burdekin,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,南总里见八犬传.md,WL-WORK-2467,南总里见八犬传,,曲亭马琴,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SAMURAI
P3_GENERAL_REVIEW,南方之海.md,WL-WORK-0239,南方之海,,曼努埃尔·巴斯克斯·蒙塔尔万,Manuel Vázquez Montalbán,,,,WL-TOPIC-G45-MYSTERY
P1_CANON_AWARD,占有.md,WL-WORK-1012,占有,,A.S.拜厄特,A.S. Byatt,,WL-AWARD-BOOKER,batch2_source_refs,WL-TOPIC-G44-HISTORICAL
P3_GENERAL_REVIEW,卡列维波埃格.md,WL-WORK-1419,卡列维波埃格,,爱沙尼亚,,,,batch3_source_refs,WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,卡勒瓦拉.md,WL-WORK-0613,卡勒瓦拉,,埃利亚斯·伦洛特,Elias Lönnrot,,,batch1_source_refs;batch3_source_refs,WL-TOPIC-G45-FANTASY;WL-TOPIC-G1-MYTH
P3_GENERAL_REVIEW,卡洛凯因.md,WL-WORK-1013,卡洛凯因,,卡琳·博耶,Karin Boye,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA
P3_GENERAL_REVIEW,卧虎藏龙.md,WL-WORK-2472,卧虎藏龙,,王度庐,,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA
