file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
玫瑰的名字.md,WL-WORK-0132,玫瑰的名字,,翁贝托·埃科,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
珊瑚岛上的死光.md,WL-WORK-0453,珊瑚岛上的死光,,童恩正,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
瑞士家庭鲁滨逊.md,WL-WORK-0779,瑞士家庭鲁滨逊,Swiss Family Robinson,约翰·戴维·维斯,Johann David Wyss,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
瓜拉尼人.md,WL-WORK-1799,瓜拉尼人,,若泽·德·阿伦卡尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
瓦尔塔里之歌.md,WL-WORK-2573,瓦尔塔里之歌,Waltharius,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
瓦泰克.md,WL-WORK-0780,瓦泰克,,威廉·贝克福德,William Beckford,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
瓦罗奇里手稿.md,WL-WORK-1488,瓦罗奇里手稿,,安第斯,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
瓦西蓬戈.md,WL-WORK-1800,瓦西蓬戈,,豪尔赫·伊卡萨,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
瓦西里·焦尔金.md,WL-WORK-2100,瓦西里·焦尔金,,亚历山大·特瓦尔多夫斯基,Alexander Tvardovsky,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
甘蔗.md,WL-WORK-1801,甘蔗,,琼·图默,Jean Toomer,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
生人勿进.md,WL-WORK-0781,生人勿进,,约翰·阿维德·林德奎斯特,John Ajvide Lindqvist,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
生命不息.md,WL-WORK-1217,生命不息,,凯特·阿特金森,Kate Atkinson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
生命与希望之歌.md,WL-WORK-1802,生命与希望之歌,,鲁文·达里奥,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
生命之歌.md,WL-WORK-0455,生命之歌,,王晋康,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
生死场.md,WL-WORK-2101,生死场,,萧红,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
生者与死者.md,WL-WORK-2102,生者与死者,,康斯坦丁·西蒙诺夫,Konstantin Simonov,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
田纳西的伙伴.md,WL-WORK-2575,田纳西的伙伴,Tennessee's Partner,布雷特·哈特,Bret Harte,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
甲虫.md,WL-WORK-0782,甲虫,,理查德·马什,Richard Marsh,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
男孩、雪、鸟.md,WL-WORK-0783,男孩、雪、鸟,,海伦·奥耶耶米,Helen Oyeyemi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
留下来陪我.md,WL-WORK-2103,留下来陪我,,阿约芭米·阿德巴约,Ayọ̀bámi Adébáyọ̀,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
疯狂欲望.md,WL-WORK-1805,疯狂欲望,,佩德罗·莱梅贝尔,Pedro Lemebel,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
疯狂的奥兰多.md,WL-WORK-2578,疯狂的奥兰多,Orlando Furioso,卢多维科·阿里奥斯托,Ludovico Ariosto,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
疲倦的布鲁斯.md,WL-WORK-1806,疲倦的布鲁斯,,兰斯顿·休斯,Langston Hughes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
痛苦与狂喜.md,WL-WORK-1221,痛苦与狂喜,,欧文·斯通,Irving Stone,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
痴儿西木传.md,WL-WORK-2105,痴儿西木传,,格里美尔斯豪森,Grimmelshausen,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
癞皮鹦鹉.md,WL-WORK-1809,癞皮鹦鹉,,费尔南德斯·德·利萨尔迪,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
百亿昼与千亿夜.md,WL-WORK-0445,百亿昼与千亿夜,,光濑龙,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
盆栽.md,WL-WORK-1810,盆栽,,亚历杭德罗·桑布拉,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
盲人行路指南.md,WL-WORK-1811,盲人行路指南,,阿隆索·卡里奥·德拉万德拉,Alonso Carrió de la Vandera,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
看不见的阿里夫.md,WL-WORK-0788,看不见的阿里夫,,G.威洛·威尔逊,G. Willow Wilson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
眩晕.md,WL-WORK-0231,眩晕,D'entre les morts,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
短暂的一生.md,WL-WORK-1814,短暂的一生,,奥内蒂,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
礼拜五.md,WL-WORK-0789,礼拜五,,米歇尔·图尼埃,Tournier,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
礼拜五，或太平洋上的灵薄狱.md,WL-WORK-0790,礼拜五，或太平洋上的灵薄狱,,米歇尔·图尼埃,Michel Tournier,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
社交俱乐部命案.md,WL-WORK-0107,社交俱乐部命案,A Clubbable Woman,雷金纳德·希尔,Reginald Hill,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
福尔赛世家.md,WL-WORK-1232,福尔赛世家,,第二座超级高峰,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
福楼拜的鹦鹉.md,WL-WORK-1233,福楼拜的鹦鹉,,朱利安·巴尔斯,Julian Barnes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
禧年.md,WL-WORK-1234,禧年,,沃德·穆尔,Ward Moore,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
科莱利上尉的曼陀林.md,WL-WORK-1236,科莱利上尉的曼陀林,,路易斯·德·伯尼埃尔,Louis de Bernières,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
秘密花园.md,WL-WORK-1237,秘密花园,,弗朗西斯·霍奇森·伯内特,Frances Hodgson Burnett,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
秘鲁传说.md,WL-WORK-1822,秘鲁传说,,里卡多·帕尔马,,,,,,MISSING_T_REVIEW_NO_YEAR,,title_aggregate_or_tradition,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
移动玩具店.md,WL-WORK-0062,移动玩具店,The Moving Toyshop,埃德蒙·克里斯平,Edmund Crispin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
移动迷宫.md,WL-WORK-1238,移动迷宫,,詹姆斯·达什纳,James Dashner,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
空中飞马.md,WL-WORK-0198,空中飞马,,北村薰,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
空杯.md,WL-WORK-1823,空杯,,德尔米拉·阿古斯蒂尼,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
穿越时空的少女.md,WL-WORK-0443,穿越时空的少女,,筒井康隆,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
第一女子侦探事务所.md,WL-WORK-0139,第一女子侦探事务所,,亚历山大·麦考尔·史密斯,Alexander McCall Smith,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
第四翼.md,WL-WORK-0793,第四翼,,丽贝卡·亚罗斯,Rebecca Yarros,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
笼里的女人.md,WL-WORK-0225,笼里的女人,,尤西·阿德勒-奥尔森,Jussi Adler-Olsen,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,需复核,,
答索尔·菲洛泰亚.md,WL-WORK-1826,答索尔·菲洛泰亚,,索尔·胡安娜,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
米夏埃尔·科尔哈斯.md,WL-WORK-2590,米夏埃尔·科尔哈斯,Michael Kohlhaas,克莱斯特,Kleist,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
精灵之屋.md,WL-WORK-1246,精灵之屋,,伊莎贝尔·阿连德,Isabel Allende,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
精灵守护者.md,WL-WORK-0795,精灵守护者,,上桥菜穗子,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
精神病患者.md,WL-WORK-0135,精神病患者,The Alienist,凯莱布·卡尔,Caleb Carr,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
纠正.md,WL-WORK-1249,纠正,,乔纳森·弗兰岑,Jonathan Franzen,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
红日.md,WL-WORK-2113,红日,,吴强,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
红线传.md,WL-WORK-2594,红线传,,袁郊,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
红色时钟.md,WL-WORK-1253,红色时钟,,莱妮·祖马斯,Leni Zumas,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
红色海洋.md,WL-WORK-0457,红色海洋,,韩松,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
红色英勇勋章.md,WL-WORK-2115,红色英勇勋章,,斯蒂芬·克莱恩,Stephen Crane,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
红花侠.md,WL-WORK-1254,红花侠,,奥希兹男爵夫人,Baroness Orczy,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
红辣椒.md,WL-WORK-0444,红辣椒,,筒井康隆,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
纪尧姆之歌.md,WL-WORK-2595,纪尧姆之歌,La Chanson de Guillaume,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
纯朴的诗.md,WL-WORK-1828,纯朴的诗,,何塞·马蒂,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
细细的红线.md,WL-WORK-2117,细细的红线,,詹姆斯·琼斯,James Jones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
绝望.md,WL-WORK-1831,绝望,,加夫列拉·米斯特拉尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
绣花大盗.md,WL-WORK-2599,绣花大盗,,陆小凤,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
维里科尼姆.md,WL-WORK-0803,维里科尼姆,Viriconium,M.约翰·哈里森,M. John Harrison,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
绿色危机.md,WL-WORK-0060,绿色危机,Green for Danger,克里斯蒂安娜·布兰德,Christianna Brand,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
绿衣亨利.md,WL-WORK-1260,绿衣亨利,,戈特弗里德·凯勒,Gottfried Keller,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
绿野仙踪.md,WL-WORK-0805,绿野仙踪,,格雷戈里·马奎尔,Gregory Maguire,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
罂粟海.md,WL-WORK-1261,罂粟海,,海洋历史,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
罗丝安娜.md,WL-WORK-0218,罗丝安娜,,舍瓦尔与瓦勒,Sjöwall & Wahlöö,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
罗德斯岛战记.md,WL-WORK-0807,罗德斯岛战记,,水野良,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
罗马史.md,WL-WORK-1494,罗马史,,李维,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
罗马第一人.md,WL-WORK-1264,罗马第一人,,考琳·麦卡洛,Colleen McCullough,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
美人鱼之歌.md,WL-WORK-0115,美人鱼之歌,,瓦尔·麦克德米德,Val McDermid,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
美国战争.md,WL-WORK-1267,美国战争,,奥马尔·埃尔·阿卡德,Omar El Akkad,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
美国精神病人.md,WL-WORK-0810,美国精神病人,,布雷特·伊斯顿·埃利斯,Bret Easton Ellis,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
美女.md,WL-WORK-0811,美女,,罗宾·麦金利,Robin McKinley,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
美生中国人.md,WL-WORK-1268,美生中国人,American Born Chinese,杨谨伦,Gene Luen Yang,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
群山歌唱.md,WL-WORK-2121,群山歌唱,,阮攀桂梅,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
翡翠城.md,WL-WORK-0813,翡翠城,,李芳达,Fonda Lee,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
耶洗别之死.md,WL-WORK-0061,耶洗别之死,Death of Jezebel,克里斯蒂安娜·布兰德,Christianna Brand,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
聂隐娘.md,WL-WORK-2603,聂隐娘,,裴铏,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
脆弱的故事.md,WL-WORK-1835,脆弱的故事,,曼努埃尔·古铁雷斯·纳赫拉,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
腹地.md,WL-WORK-1836,腹地,,欧克里德斯·达·库尼亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
自然史.md,WL-WORK-1837,自然史,,墨西哥当代暴力,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
致命的宁静.md,WL-WORK-0138,致命的宁静,Still Life,路易丝·佩尼,Louise Penny,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
致曼努埃尔一世书.md,WL-WORK-1838,致曼努埃尔一世书,,佩罗·瓦兹·德·卡米尼亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
航海日记.md,WL-WORK-1498,航海日记,,哥伦布,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
艺术的非人化.md,WL-WORK-1840,艺术的非人化,,奥尔特加-加塞特,Ortega y Gasset,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
艾菲·布里斯特.md,WL-WORK-2124,艾菲·布里斯特,,婚姻以后,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
芒果街上的小屋.md,WL-WORK-1271,芒果街上的小屋,,桑德拉·西斯内罗斯,Sandra Cisneros,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
花园茶会.md,WL-WORK-1842,花园茶会,,凯瑟琳·曼斯菲尔德,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
苏丹娜的梦.md,WL-WORK-0476,苏丹娜的梦,,罗凯亚·萨哈瓦特·侯赛因,Rokeya Sakhawat Hossain,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
苏格兰西部群岛之旅.md,WL-WORK-1500,苏格兰西部群岛之旅,A Journey to the Western Islands of Scotland,塞缪尔·约翰逊,Johnson,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
英雄与王冠.md,WL-WORK-0820,英雄与王冠,,罗宾·麦金利,Robin McKinley,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
英雄志.md,WL-WORK-2606,英雄志,,孙晓,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
茉莉王座.md,WL-WORK-0822,茉莉王座,,塔莎·苏里,Tasha Suri,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
荆棘王子.md,WL-WORK-0824,荆棘王子,,马克·劳伦斯,Mark Lawrence,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
荒潮.md,WL-WORK-0465,荒潮,,陈楸帆,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
荡寇志.md,WL-WORK-2608,荡寇志,,俞万春,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
莉莉安娜不可战胜的夏天.md,WL-WORK-1848,莉莉安娜不可战胜的夏天,,克里斯蒂娜·里维拉·加尔萨,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
莫斯科2042.md,WL-WORK-1277,莫斯科2042,,弗拉基米尔·沃伊诺维奇,Vladimir Voinovich,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
莺莺传.md,WL-WORK-2128,莺莺传,,元稹,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
营地.md,WL-WORK-1849,营地,,戏剧线,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
营救距离.md,WL-WORK-1850,营救距离,,待考,阿根廷当代怪奇,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
萨布.md,WL-WORK-1852,萨布,,赫特鲁迪斯·戈麦斯·德·阿韦利亚内达,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
萨拉米斯的士兵.md,WL-WORK-2129,萨拉米斯的士兵,,哈维尔·塞尔卡斯,Javier Cercas,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
萨马.md,WL-WORK-1853,萨马,,安东尼奥·迪·贝内代托,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
蒂博一家.md,WL-WORK-1280,蒂博一家,,罗杰·马丁·杜加尔,Roger Martin du Gard,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
蒲公英王朝：帝王恩典.md,WL-WORK-0828,蒲公英王朝：帝王恩典,,刘宇昆,Ken Liu,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
蓝.md,WL-WORK-1854,蓝,,鲁文·达里奥,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
虐杀器官.md,WL-WORK-0447,虐杀器官,,伊藤计划,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
虬髯客传.md,WL-WORK-2611,虬髯客传,,杜光庭,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
蚀刻城.md,WL-WORK-0829,蚀刻城,The Etched City,K.J.毕晓普,K.J. Bishop,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
蚁生.md,WL-WORK-0456,蚁生,,王晋康,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
蜀山剑侠传.md,WL-WORK-2612,蜀山剑侠传,,研究现代中国通俗小说时,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
蜘蛛男孩.md,WL-WORK-0831,蜘蛛男孩,,待考,改读,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
蜥蜴尾巴.md,WL-WORK-1859,蜥蜴尾巴,,卢伊莎·巴伦苏埃拉,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
血与骨之子.md,WL-WORK-0835,血与骨之子,,托米·阿德耶米,Tomi Adeyemi,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
