file,id,title,title_original,author,author_original,current_year,topics,topic_links,source_refs,source_ref_keys,canon_id,awards,verification_status,bibliography_status,publication_year,publication_year_type,year_source_1,year_source_2,source_agreement,confidence,suggested_t,review_status,notes
生人勿进.md,WL-WORK-0781,生人勿进,,约翰·阿维德·林德奎斯特,John Ajvide Lindqvist,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
生命不息.md,WL-WORK-1217,生命不息,,凯特·阿特金森,Kate Atkinson,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
生命与希望之歌.md,WL-WORK-1802,生命与希望之歌,,鲁文·达里奥,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
生命之歌.md,WL-WORK-0455,生命之歌,,王晋康,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
生死场.md,WL-WORK-2101,生死场,,萧红,,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
生者与死者.md,WL-WORK-2102,生者与死者,,康斯坦丁·西蒙诺夫,Konstantin Simonov,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
田纳西的伙伴.md,WL-WORK-2575,田纳西的伙伴,Tennessee's Partner,布雷特·哈特,Bret Harte,,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.5 西部/00 西部文学|西部文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
甲虫.md,WL-WORK-0782,甲虫,,理查德·马什,Richard Marsh,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
男孩、雪、鸟.md,WL-WORK-0783,男孩、雪、鸟,,海伦·奥耶耶米,Helen Oyeyemi,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
留下来陪我.md,WL-WORK-2103,留下来陪我,,阿约芭米·阿德巴约,Ayọ̀bámi Adébáyọ̀,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
疯狂欲望.md,WL-WORK-1805,疯狂欲望,,佩德罗·莱梅贝尔,Pedro Lemebel,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
疯狂的奥兰多.md,WL-WORK-2578,疯狂的奥兰多,Orlando Furioso,卢多维科·阿里奥斯托,Ludovico Ariosto,,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.2 欧洲骑士/00 欧洲骑士文学|欧洲骑士文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
疲倦的布鲁斯.md,WL-WORK-1806,疲倦的布鲁斯,,兰斯顿·休斯,Langston Hughes,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
痛苦与狂喜.md,WL-WORK-1221,痛苦与狂喜,,欧文·斯通,Irving Stone,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
痴儿西木传.md,WL-WORK-2105,痴儿西木传,,格里美尔斯豪森,Grimmelshausen,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
癞皮鹦鹉.md,WL-WORK-1809,癞皮鹦鹉,,费尔南德斯·德·利萨尔迪,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
百亿昼与千亿夜.md,WL-WORK-0445,百亿昼与千亿夜,,光濑龙,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
盆栽.md,WL-WORK-1810,盆栽,,亚历杭德罗·桑布拉,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
盲人行路指南.md,WL-WORK-1811,盲人行路指南,,阿隆索·卡里奥·德拉万德拉,Alonso Carrió de la Vandera,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
看不见的阿里夫.md,WL-WORK-0788,看不见的阿里夫,,G.威洛·威尔逊,G. Willow Wilson,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
眩晕.md,WL-WORK-0231,眩晕,D'entre les morts,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
短暂的一生.md,WL-WORK-1814,短暂的一生,,奥内蒂,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
礼拜五.md,WL-WORK-0789,礼拜五,,米歇尔·图尼埃,Tournier,,WL-TOPIC-G45-ADVENTURE,[[../30 专题/QT5 冒险与探索叙事/00 冒险文学|冒险文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
礼拜五，或太平洋上的灵薄狱.md,WL-WORK-0790,礼拜五，或太平洋上的灵薄狱,,米歇尔·图尼埃,Michel Tournier,,WL-TOPIC-G45-ADVENTURE,[[../30 专题/QT5 冒险与探索叙事/00 冒险文学|冒险文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
社交俱乐部命案.md,WL-WORK-0107,社交俱乐部命案,A Clubbable Woman,雷金纳德·希尔,Reginald Hill,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
福尔赛世家.md,WL-WORK-1232,福尔赛世家,,第二座超级高峰,,,WL-TOPIC-G43-BILDUNGSROMAN;WL-TOPIC-G43-FAMILY,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]];[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
福楼拜的鹦鹉.md,WL-WORK-1233,福楼拜的鹦鹉,,朱利安·巴尔斯,Julian Barnes,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
禧年.md,WL-WORK-1234,禧年,,沃德·穆尔,Ward Moore,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
科莱利上尉的曼陀林.md,WL-WORK-1236,科莱利上尉的曼陀林,,路易斯·德·伯尼埃尔,Louis de Bernières,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
秘密花园.md,WL-WORK-1237,秘密花园,,弗朗西斯·霍奇森·伯内特,Frances Hodgson Burnett,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
秘鲁传说.md,WL-WORK-1822,秘鲁传说,,里卡多·帕尔马,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
移动玩具店.md,WL-WORK-0062,移动玩具店,The Moving Toyshop,埃德蒙·克里斯平,Edmund Crispin,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
移动迷宫.md,WL-WORK-1238,移动迷宫,,詹姆斯·达什纳,James Dashner,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
空中飞马.md,WL-WORK-0198,空中飞马,,北村薰,,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
空杯.md,WL-WORK-1823,空杯,,德尔米拉·阿古斯蒂尼,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
穿越时空的少女.md,WL-WORK-0443,穿越时空的少女,,筒井康隆,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
第一女子侦探事务所.md,WL-WORK-0139,第一女子侦探事务所,,亚历山大·麦考尔·史密斯,Alexander McCall Smith,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
第四翼.md,WL-WORK-0793,第四翼,,丽贝卡·亚罗斯,Rebecca Yarros,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
笼里的女人.md,WL-WORK-0225,笼里的女人,,尤西·阿德勒-奥尔森,Jussi Adler-Olsen,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,需复核,,,,,,,,,UNRESEARCHED,
答索尔·菲洛泰亚.md,WL-WORK-1826,答索尔·菲洛泰亚,,索尔·胡安娜,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
米夏埃尔·科尔哈斯.md,WL-WORK-2590,米夏埃尔·科尔哈斯,Michael Kohlhaas,克莱斯特,Kleist,,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
精灵之屋.md,WL-WORK-1246,精灵之屋,,伊莎贝尔·阿连德,Isabel Allende,,WL-TOPIC-G43-FAMILY,[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
精灵守护者.md,WL-WORK-0795,精灵守护者,,上桥菜穗子,,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
精神病患者.md,WL-WORK-0135,精神病患者,The Alienist,凯莱布·卡尔,Caleb Carr,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
纠正.md,WL-WORK-1249,纠正,,乔纳森·弗兰岑,Jonathan Franzen,,WL-TOPIC-G43-FAMILY,[[../30 专题/QH2.3 家庭与家族/00 家庭与家族|家庭与家族]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
红日.md,WL-WORK-2113,红日,,吴强,,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
红线传.md,WL-WORK-2594,红线传,,袁郊,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
红色时钟.md,WL-WORK-1253,红色时钟,,莱妮·祖马斯,Leni Zumas,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
红色海洋.md,WL-WORK-0457,红色海洋,,韩松,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
红色英勇勋章.md,WL-WORK-2115,红色英勇勋章,,斯蒂芬·克莱恩,Stephen Crane,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
红花侠.md,WL-WORK-1254,红花侠,,奥希兹男爵夫人,Baroness Orczy,,WL-TOPIC-G44-HISTORICAL;WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT;WL-TOPIC-Q15-SWASHBUCKLER,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]];[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.2 欧洲骑士/00 欧洲骑士文学|欧洲骑士文学]];[[../30 专题/QT8.4 欧洲剑客/00 欧洲剑客文学|欧洲剑客文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
红辣椒.md,WL-WORK-0444,红辣椒,,筒井康隆,,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
纪尧姆之歌.md,WL-WORK-2595,纪尧姆之歌,La Chanson de Guillaume,佚名,,,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.2 欧洲骑士/00 欧洲骑士文学|欧洲骑士文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
纯朴的诗.md,WL-WORK-1828,纯朴的诗,,何塞·马蒂,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
细细的红线.md,WL-WORK-2117,细细的红线,,詹姆斯·琼斯,James Jones,,WL-TOPIC-Q6-WAR,[[../30 专题/QH6 战争、暴力与创伤/00 战争文学|战争文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
绝望.md,WL-WORK-1831,绝望,,加夫列拉·米斯特拉尔,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
绣花大盗.md,WL-WORK-2599,绣花大盗,,陆小凤,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
维里科尼姆.md,WL-WORK-0803,维里科尼姆,Viriconium,M.约翰·哈里森,M. John Harrison,,WL-TOPIC-G45-FANTASY;WL-TOPIC-G45-HORROR,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]];[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
绿色危机.md,WL-WORK-0060,绿色危机,Green for Danger,克里斯蒂安娜·布兰德,Christianna Brand,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
绿衣亨利.md,WL-WORK-1260,绿衣亨利,,戈特弗里德·凯勒,Gottfried Keller,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
绿野仙踪.md,WL-WORK-0805,绿野仙踪,,格雷戈里·马奎尔,Gregory Maguire,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
罂粟海.md,WL-WORK-1261,罂粟海,,海洋历史,,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
罗丝安娜.md,WL-WORK-0218,罗丝安娜,,舍瓦尔与瓦勒,Sjöwall & Wahlöö,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
罗德斯岛战记.md,WL-WORK-0807,罗德斯岛战记,,水野良,,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
罗马史.md,WL-WORK-1494,罗马史,,李维,,,WL-TOPIC-G1-MYTH,[[../30 专题/QT9 神话、传说与民间叙事/00 世界神话文学|世界神话文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
罗马第一人.md,WL-WORK-1264,罗马第一人,,考琳·麦卡洛,Colleen McCullough,,WL-TOPIC-G44-HISTORICAL,[[../30 专题/QT7 历史叙事/00 历史文学|历史文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
美人鱼之歌.md,WL-WORK-0115,美人鱼之歌,,瓦尔·麦克德米德,Val McDermid,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
美国战争.md,WL-WORK-1267,美国战争,,奥马尔·埃尔·阿卡德,Omar El Akkad,,WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
美国精神病人.md,WL-WORK-0810,美国精神病人,,布雷特·伊斯顿·埃利斯,Bret Easton Ellis,,WL-TOPIC-G45-HORROR,[[../30 专题/QT4 恐怖与哥特/00 恐怖文学|恐怖文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
美女.md,WL-WORK-0811,美女,,罗宾·麦金利,Robin McKinley,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
美生中国人.md,WL-WORK-1268,美生中国人,American Born Chinese,杨谨伦,Gene Luen Yang,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
群山歌唱.md,WL-WORK-2121,群山歌唱,,阮攀桂梅,,,WL-TOPIC-Q10-MEMORY,[[../30 专题/QH7 历史、记忆与时间/00 历史、记忆与时间|历史、记忆与时间]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
翡翠城.md,WL-WORK-0813,翡翠城,,李芳达,Fonda Lee,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
耶洗别之死.md,WL-WORK-0061,耶洗别之死,Death of Jezebel,克里斯蒂安娜·布兰德,Christianna Brand,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
聂隐娘.md,WL-WORK-2603,聂隐娘,,裴铏,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA;WL-TOPIC-Q15-OUTLAW,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]];[[../30 专题/QT8.7 侠盗/00 侠盗文学|侠盗文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
脆弱的故事.md,WL-WORK-1835,脆弱的故事,,曼努埃尔·古铁雷斯·纳赫拉,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
腹地.md,WL-WORK-1836,腹地,,欧克里德斯·达·库尼亚,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
自然史.md,WL-WORK-1837,自然史,,墨西哥当代暴力,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
致命的宁静.md,WL-WORK-0138,致命的宁静,Still Life,路易丝·佩尼,Louise Penny,,WL-TOPIC-G45-MYSTERY,[[../30 专题/QT1 推理与犯罪叙事/00 推理文学|推理文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
致曼努埃尔一世书.md,WL-WORK-1838,致曼努埃尔一世书,,佩罗·瓦兹·德·卡米尼亚,,,WL-TOPIC-R6-LATAM,[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
航海日记.md,WL-WORK-1498,航海日记,,哥伦布,,,WL-TOPIC-G7-TRAVEL;WL-TOPIC-R6-LATAM,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]];[[../30 专题/R6 拉丁美洲与加勒比/00 拉丁美洲文学|拉丁美洲文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
艺术的非人化.md,WL-WORK-1840,艺术的非人化,,奥尔特加-加塞特,Ortega y Gasset,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
艾菲·布里斯特.md,WL-WORK-2124,艾菲·布里斯特,,婚姻以后,,,WL-TOPIC-Q2-LOVE,[[../30 专题/QH2.1 爱情与欲望/00 爱情与欲望|爱情与欲望]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
芒果街上的小屋.md,WL-WORK-1271,芒果街上的小屋,,桑德拉·西斯内罗斯,Sandra Cisneros,,WL-TOPIC-G43-BILDUNGSROMAN,[[../30 专题/QH2.5 童年与成长/00 成长文学|成长文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
花园茶会.md,WL-WORK-1842,花园茶会,,凯瑟琳·曼斯菲尔德,,,WL-TOPIC-M3-MODERNISM,[[../30 专题/M3.1 现代主义/00 现代主义文学|现代主义文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
苏丹娜的梦.md,WL-WORK-0476,苏丹娜的梦,,罗凯亚·萨哈瓦特·侯赛因,Rokeya Sakhawat Hossain,,WL-TOPIC-G45-SF,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
苏格兰西部群岛之旅.md,WL-WORK-1500,苏格兰西部群岛之旅,A Journey to the Western Islands of Scotland,塞缪尔·约翰逊,Johnson,,WL-TOPIC-G7-TRAVEL,[[../30 专题/QT14 旅行与游记/00 旅行文学|旅行文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
英雄与王冠.md,WL-WORK-0820,英雄与王冠,,罗宾·麦金利,Robin McKinley,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
英雄志.md,WL-WORK-2606,英雄志,,孙晓,,,WL-TOPIC-Q15;WL-TOPIC-Q15-WUXIA,[[../30 专题/QT8 英雄、边疆与法外者文化传统/00 世界武人、边疆与法外英雄文学|世界武人、边疆与法外英雄文学]];[[../30 专题/QT8.1 武侠/00 武侠文学|武侠文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
茉莉王座.md,WL-WORK-0822,茉莉王座,,塔莎·苏里,Tasha Suri,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
荆棘王子.md,WL-WORK-0824,荆棘王子,,马克·劳伦斯,Mark Lawrence,,WL-TOPIC-G45-FANTASY,[[../30 专题/QT3 奇幻/00 奇幻文学|奇幻文学]],,,,,自动通过,metadata_pending,,,,,,,,UNRESEARCHED,
荒潮.md,WL-WORK-0465,荒潮,,陈楸帆,,,WL-TOPIC-G45-SF;WL-TOPIC-G46-DYSTOPIA,[[../30 专题/QT2 科幻/00 科幻文学|科幻文学]];[[../30 专题/QT6 乌托邦、反乌托邦与社会想象/00 反乌托邦文学|反乌托邦文学]],,,,,自动通过,,,,,,,,,UNRESEARCHED,
